ID	eggNOG OGs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs	kofam_KO	merged_KO	dbCAN.mod	dbCAN.enzclass
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00660	COG1922	K02852	-	-	Glyco_tran_WecB	-	K02852	-	GT26
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00665	COG1331	-	-	-	Glyco_hydro_88	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00670	COG1045	K00640	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111	M00021	Hexapep,Hexapep_2	-	K00640	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00675	COG0110	-	-	-	Hexapep,Hexapep_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00680	COG0438	-	-	-	Glyco_trans_1_2,Glyco_trans_1_4,Glycos_transf_1	-	-	-	GT4
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00685	2F2H1	-	-	-	EpsG	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00690	COG2244	K03328	-	-	Polysacc_synt,Polysacc_synt_3,Polysacc_synt_C	-	K03328	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00695	COG0677	K02472	ko00520,ko05111,map00520,map05111	-	NAD_binding_2,UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N	-	K02472	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00700	COG4464	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00710	COG0489,COG3206	-	-	-	AAA_31,CBP_BcsQ,CbiA,GNVR,MipZ,ParA,Wzz	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00715	COG1596	K01991	ko02026,map02026	-	Poly_export,SLBB	-	K01991	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00720	COG0472	-	-	-	Glycos_transf_4,MraY_sig1,PetG	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00725	2ESVK	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00730	COG0250	-	-	-	NusG	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00735	2C3PS	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00740	2C3PS	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00745	COG0526	-	-	-	AhpC-TSA,DUF5106,Thioredoxin_2,Thioredoxin_8	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00750	28KDF	-	-	-	Fimbrillin_C,P_gingi_FimA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00755	2DB8M	-	-	-	DUF4906,Mfa2,P_gingi_FimA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00760	28JW7	-	-	-	Mfa2,P_gingi_FimA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00765	28MPF	-	-	-	Mfa2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00770	2B541	-	-	-	P_gingi_FimA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00775	COG0457,COG2885	-	-	-	DUF3868,OmpA,TPR_10,TPR_19,TPR_2,TPR_4	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00780	COG2885	-	-	-	Autotransporter,DUF3575,OmpA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00790	COG4974	-	-	-	Arm-DNA-bind_5,Phage_int_SAM_4,Phage_int_SAM_5,Phage_integrase	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00795	2F4VJ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00810	2ETV2	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00815	2EFPK	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00820	COG2176	-	-	-	RNase_T	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00825	COG0587	K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	DNA_pol3_alpha,HHH_6	-	K02337	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00830	2DR9Y	-	-	-	HNH_3,NUMOD4	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00835	COG0863	K00571	-	-	N6_N4_Mtase	-	K00571	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00840	COG0587	K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	DNA_pol3_alpha,PHP	-	K02337	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00845	2EW8K	-	-	-	Toprim_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00855	28KIM	-	-	-	AAA_25,DnaB_C	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00860	2F5DM	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00865	COG1595	-	-	-	Sigma70_r2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00870	COG0817	-	-	-	RuvC	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00875	2DUJV	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00880	28M69	K03547	-	-	-	-	K03547	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00885	28Q1H	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00890	2D47U	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00895	2EZG0	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00900	2F1WT	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00905	2CH79	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00910	28PU0	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00915	2EX27	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00920	2F7R3	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00930	2DV0J	-	-	-	ILEI	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00935	28IIM	-	-	-	DUF4465	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00940	COG3291	-	-	-	Big_2,PKD_3	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00945	28ISS	-	-	-	DUF4971,DUF5018,Recep_L_domain	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00950	COG3391	-	-	-	DUF5074,Glu_cyclase_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00955	COG1943	-	-	-	Y1_Tnp	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00960	COG4206	K02014	-	-	OMP_b-brl_3,Plug,TonB_dep_Rec	-	K02014	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00965	COG0614	K02016	ko02010,map02010	M00240	Peripla_BP_2	-	K02016	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00970	COG0609	K02015	ko02010,map02010	M00240	ABC-3,FecCD	-	K02015	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00975	COG1120	K02013	ko02010,map02010	M00240	AAA_15,AAA_21,ABC_tran	-	K02013	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00980	28IEK	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00985	2EN06	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00990	2EYI1	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS00995	2EWI3	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01000	COG1262	-	-	-	SEFIR,TIR,TIR_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01005	COG3500	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01010	2E8NJ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01015	COG5283	-	-	-	PhageMin_Tail	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01025	2F0WW	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01030	COG1846	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01035	28JTN	-	-	-	AbiEii	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01040	COG1409	-	-	-	Metallophos,Metallophos_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01045	COG0338	-	-	-	Dam	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01050	2E8QJ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01055	2DMFA	-	-	-	DUF2586	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01060	2F0WF	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01065	2D7QU	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01070	COG0740	-	-	-	CLP_protease,Mu-like_Pro,SDH_sah	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01075	2EYY7	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01080	2C1YY	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01085	2DV23	-	-	-	Phage_Mu_F	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01090	COG4383	-	-	-	DUF935	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01095	2EWXQ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01100	2F198	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01105	29XF3	-	-	-	ANT,KilA-N	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01110	2AA6P	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01120	2BX69	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01125	2DMNB	-	-	-	RloB	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01130	COG1106	K06926	-	-	AAA_15,AAA_21,AAA_23	-	K06926	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01135	2EWEJ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01145	2EXW5	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS14330	2EZ51	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01175	2EYXQ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01180	COG4227	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01185	2C4PB	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01190	28V19	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01200	2BJPW	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01205	2EYVT	-	-	-	DUF4866	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01220	2EWR0	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01225	2EYRI	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01230	COG3344	-	-	-	RVT_1	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01240	2EWPB	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01245	2EXXV	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01260	28K97	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01265	2CFAF	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01270	2CFAG	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01275	2AFE2	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01290	2AD4G	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01295	2EY5D	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01305	2EZXA	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01310	2EY5D	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01315	2EWFC	-	-	-	DUF3871,DUF932	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01320	COG0582	-	-	-	Phage_integrase	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01325	2BUVZ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01330	2EFT0	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01335	29Z6V	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01340	2AEJH	-	-	-	DpnD-PcfM	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01345	29522	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01350	2AYN2	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01355	2F3XU	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01360	2EWPV	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01365	2EX74	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01375	2FA1C	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01380	2F8HB	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01385	28SU2	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01390	2CXPZ	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01395	COG0249	-	-	-	MutS_I	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01400	2AJP9	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01405	2F0C1	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01410	2EZPH	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01425	2CB7B	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01430	2FB6D	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01435	2FHJE	-	-	-	MutS_I	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01440	2F3AS	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01445	2EW3H	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01450	COG0328	-	-	-	RVT_3	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01465	COG0611	K00946	ko00730,ko01100,map00730,map01100	M00127	AIRS,AIRS_C	-	K00946	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01470	COG0005	K03783	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	PNP_UDP_1	-	K03783	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01475	COG3509	K03932	-	-	Abhydrolase_2,Abhydrolase_5,BAAT_C,DLH,Esterase,Esterase_phd,Peptidase_S9	-	K03932	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01480	COG1082	-	-	-	AP_endonuc_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01485	COG2334	-	-	-	APH,Choline_kinase,DUF1679	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01490	COG0697	-	-	-	EamA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01495	COG0697	-	-	-	EamA,SLC35F,TPT	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01500	COG2807	-	-	-	MFS_1,MFS_1_like	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01505	COG0076	K01580,K01634	ko00250,ko00410,ko00430,ko00600,ko00650,ko01100,ko01110,ko01120,ko02024,ko04071,ko04727,ko04940,map00250,map00410,map00430,map00600,map00650,map01100,map01110,map01120,map02024,map04071,map04727,map04940	M00027,M00100	Aminotran_5,DegT_DnrJ_EryC1,Pyridoxal_deC	-	K01580,K01634	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01510	COG2066	K01425	ko00220,ko00250,ko00471,ko01100,ko04724,ko04727,ko04964,ko05206,ko05230,map00220,map00250,map00471,map01100,map04724,map04727,map04964,map05206,map05230	-	Glutaminase	-	K01425	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01515	COG3669	K01206	ko00511,map00511	-	Alpha_L_fucos,Fucosidase_C,GHL6	-	K01206	-	GH29
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01520	COG0664	-	-	-	Ion_trans_2	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01525	COG0531	K20265	ko02024,map02024	-	AA_permease,AA_permease_2,AA_permease_C	-	K20265	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01530	COG2271	K07783	ko02020,map02020	-	MFS_1,MFS_2,OATP,Sugar_tr	-	K07783	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01535	COG1741	K06911	-	-	Pirin,Pirin_C	-	K06911	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01555	28TZK	-	-	-	OMP_b-brl	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01560	COG0442	K01881	ko00970,map00970	M00359,M00360	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b	-	K01881	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01565	COG2885	-	-	-	OmpA	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01570	2C27K	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01575	COG1131	K01990	-	M00254	AAA_15,AAA_21,AAA_23,ABC_tran	-	K01990	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01580	2EFTR	-	-	-	-	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01585	COG1725	-	-	-	GntR	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01595	COG1629	-	-	-	CarbopepD_reg_2,CarboxypepD_reg,OMP_b-brl_3,Plug,TonB_dep_Rec	-	-	-	-
GCF_000296465.1_Barn_inte_YIT_11860_V1_genomic|NZ_JH815203.1|HMPREF9448_RS01600	COG1595	K03088	-	-	Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2	-	K03088	-	-
